user_id,movie_id,rating,rating_normalized
406,411,4,0.75
445,881,1,0.0
154,482,4,0.75
142,463,3,0.5
467,248,3,0.5
185,276,4,0.75
8,684,4,0.75
380,512,3,0.5
469,923,5,1.0
299,275,4,0.75
301,28,4,0.75
542,206,2,0.25
358,213,5,1.0
500,319,4,0.75
94,392,3,0.5
291,79,5,1.0
530,535,4,0.75
185,111,4,0.75
101,255,4,0.75
99,358,2,0.25
376,181,4,0.75
255,281,1,0.0
296,199,5,1.0
320,568,4,0.75
498,11,3,0.5
521,100,3,0.5
532,692,5,1.0
21,261,1,0.0
130,79,5,1.0
217,79,5,1.0
496,1401,3,0.5
535,285,4,0.75
67,24,4,0.75
141,1283,3,0.5
125,109,3,0.5
59,149,4,0.75
355,286,5,1.0
454,215,4,0.75
501,127,5,1.0
308,512,5,1.0
9,690,1,0.0
194,230,1,0.0
87,781,5,1.0
496,1444,1,0.0
249,228,4,0.75
144,476,2,0.25
524,928,4,0.75
466,550,3,0.5
250,475,4,0.75
436,1178,3,0.5
164,370,5,1.0
407,229,3,0.5
178,298,2,0.25
144,258,4,0.75
268,249,4,0.75
399,747,5,1.0
203,276,4,0.75
487,194,5,1.0
514,150,3,0.5
339,203,4,0.75
269,81,3,0.5
279,139,3,0.5
339,208,4,0.75
195,152,3,0.5
389,435,4,0.75
363,849,2,0.25
268,1037,2,0.25
94,125,1,0.0
360,205,5,1.0
95,649,4,0.75
7,56,5,1.0
58,732,3,0.5
398,715,2,0.25
472,374,2,0.25
401,724,4,0.75
312,671,5,1.0
178,92,3,0.5
343,302,4,0.75
308,71,4,0.75
433,294,3,0.5
339,735,4,0.75
495,163,5,1.0
346,293,3,0.5
65,778,4,0.75
60,736,5,1.0
392,488,4,0.75
390,742,4,0.75
497,174,4,0.75
406,4,2,0.25
332,370,2,0.25
21,748,1,0.0
83,1047,2,0.25
498,302,3,0.5
380,61,4,0.75
130,407,2,0.25
254,210,5,1.0
429,1033,1,0.0
255,447,3,0.5
526,269,5,1.0
62,729,3,0.5
158,129,5,1.0
293,252,2,0.25
525,829,2,0.25
57,249,5,1.0
514,558,4,0.75
512,318,5,1.0
95,282,4,0.75
458,293,5,1.0
455,25,3,0.5
58,512,3,0.5
541,654,3,0.5
194,182,3,0.5
458,317,5,1.0
445,959,5,1.0
215,288,2,0.25
441,15,3,0.5
207,237,4,0.75
495,616,4,0.75
250,270,4,0.75
512,11,5,1.0
5,50,4,0.75
115,96,3,0.5
279,455,5,1.0
236,56,5,1.0
252,276,5,1.0
322,23,5,1.0
478,350,1,0.0
24,176,5,1.0
36,289,2,0.25
242,331,5,1.0
344,487,5,1.0
523,242,5,1.0
95,356,4,0.75
489,682,4,0.75
311,12,4,0.75
135,234,4,0.75
373,186,5,1.0
318,376,3,0.5
82,28,3,0.5
339,29,3,0.5
442,156,4,0.75
417,1210,2,0.25
295,738,4,0.75
452,204,3,0.5
524,127,5,1.0
459,597,3,0.5
521,230,3,0.5
354,14,4,0.75
195,500,4,0.75
49,13,3,0.5
222,845,3,0.5
255,982,2,0.25
399,214,4,0.75
325,961,4,0.75
386,117,5,1.0
474,1123,4,0.75
178,249,3,0.5
457,96,5,1.0
95,63,3,0.5
378,277,4,0.75
412,56,5,1.0
436,172,3,0.5
222,132,2,0.25
505,271,4,0.75
351,343,3,0.5
472,97,3,0.5
318,628,4,0.75
542,396,4,0.75
60,153,3,0.5
387,156,5,1.0
399,975,2,0.25
518,763,1,0.0
92,504,3,0.5
487,294,4,0.75
297,298,5,1.0
164,866,5,1.0
363,298,5,1.0
184,25,4,0.75
30,304,4,0.75
112,323,3,0.5
187,214,4,0.75
447,85,4,0.75
311,8,4,0.75
378,631,4,0.75
36,333,4,0.75
527,1109,3,0.5
141,279,1,0.0
430,117,3,0.5
197,39,2,0.25
442,628,4,0.75
532,1119,5,1.0
494,107,4,0.75
498,228,2,0.25
154,191,4,0.75
269,1011,4,0.75
325,23,5,1.0
532,345,4,0.75
271,570,3,0.5
295,527,4,0.75
545,554,3,0.5
308,357,4,0.75
399,432,3,0.5
181,1132,1,0.0
363,571,1,0.0
309,334,4,0.75
119,11,5,1.0
506,463,3,0.5
128,245,2,0.25
463,221,5,1.0
382,504,3,0.5
497,1016,4,0.75
253,685,2,0.25
233,197,5,1.0
402,529,4,0.75
479,144,4,0.75
459,1040,2,0.25
532,96,5,1.0
361,150,2,0.25
44,71,3,0.5
455,245,3,0.5
391,294,2,0.25
535,8,4,0.75
429,602,5,1.0
312,684,5,1.0
223,682,4,0.75
463,14,1,0.0
361,504,4,0.75
109,71,4,0.75
174,111,5,1.0
299,432,3,0.5
447,447,3,0.5
293,1248,2,0.25
41,175,5,1.0
62,238,5,1.0
506,176,5,1.0
52,237,4,0.75
59,1119,4,0.75
207,5,3,0.5
521,288,3,0.5
72,664,3,0.5
237,9,4,0.75
292,298,4,0.75
379,398,1,0.0
151,31,3,0.5
514,4,4,0.75
293,546,1,0.0
94,83,4,0.75
254,449,5,1.0
58,175,5,1.0
436,821,4,0.75
486,220,3,0.5
62,174,4,0.75
206,691,1,0.0
301,373,4,0.75
494,194,4,0.75
308,198,3,0.5
193,541,1,0.0
545,132,4,0.75
44,231,2,0.25
474,618,4,0.75
356,316,4,0.75
457,232,4,0.75
144,333,3,0.5
429,223,4,0.75
506,97,4,0.75
399,1090,2,0.25
233,8,3,0.5
389,173,3,0.5
506,402,4,0.75
516,191,4,0.75
504,234,3,0.5
289,222,2,0.25
500,216,4,0.75
344,202,4,0.75
152,785,5,1.0
479,54,3,0.5
326,72,2,0.25
353,326,2,0.25
359,472,4,0.75
151,561,3,0.5
308,448,3,0.5
532,338,3,0.5
504,133,5,1.0
344,647,4,0.75
259,15,3,0.5
482,257,4,0.75
453,416,2,0.25
495,566,4,0.75
201,438,1,0.0
527,207,4,0.75
454,837,2,0.25
60,229,4,0.75
95,779,3,0.5
368,217,5,1.0
15,930,2,0.25
389,69,5,1.0
244,458,3,0.5
279,190,3,0.5
274,100,5,1.0
505,651,3,0.5
339,151,4,0.75
254,227,4,0.75
279,150,3,0.5
474,42,4,0.75
345,382,4,0.75
539,382,5,1.0
531,905,4,0.75
380,435,3,0.5
378,469,5,1.0
151,517,2,0.25
435,21,4,0.75
290,484,3,0.5
534,926,4,0.75
128,82,5,1.0
347,470,5,1.0
536,2,4,0.75
186,121,2,0.25
43,778,5,1.0
493,527,5,1.0
410,886,2,0.25
399,384,2,0.25
399,234,3,0.5
311,191,4,0.75
545,222,4,0.75
207,696,3,0.5
18,588,4,0.75
399,195,2,0.25
293,460,3,0.5
481,524,5,1.0
401,1011,3,0.5
474,1172,4,0.75
533,274,4,0.75
45,596,3,0.5
454,96,4,0.75
300,876,5,1.0
197,435,5,1.0
456,523,4,0.75
521,72,3,0.5
249,789,5,1.0
130,237,5,1.0
532,301,4,0.75
493,1278,5,1.0
465,64,5,1.0
84,543,5,1.0
287,4,4,0.75
90,285,5,1.0
295,421,4,0.75
151,1070,4,0.75
246,993,3,0.5
6,510,4,0.75
466,269,2,0.25
347,17,4,0.75
59,673,5,1.0
399,412,2,0.25
187,65,5,1.0
336,90,5,1.0
458,307,4,0.75
284,539,2,0.25
458,1048,4,0.75
132,523,4,0.75
301,133,4,0.75
198,208,3,0.5
314,161,5,1.0
233,91,3,0.5
435,351,2,0.25
190,823,2,0.25
151,566,3,0.5
152,354,3,0.5
18,435,4,0.75
271,135,4,0.75
407,290,3,0.5
291,1077,4,0.75
363,271,4,0.75
479,255,2,0.25
240,873,2,0.25
5,408,5,1.0
514,1,5,1.0
532,235,3,0.5
498,1103,4,0.75
437,1075,4,0.75
38,1035,5,1.0
69,245,1,0.0
442,12,4,0.75
371,197,4,0.75
211,457,4,0.75
104,316,4,0.75
290,167,2,0.25
270,7,4,0.75
534,117,5,1.0
221,402,2,0.25
457,134,5,1.0
404,300,4,0.75
474,591,3,0.5
44,69,4,0.75
201,1224,2,0.25
514,11,4,0.75
542,648,4,0.75
486,1589,3,0.5
293,133,3,0.5
81,150,3,0.5
193,1,4,0.75
244,1132,4,0.75
187,197,4,0.75
94,750,4,0.75
312,486,5,1.0
206,1022,1,0.0
533,475,1,0.0
299,514,5,1.0
308,1456,4,0.75
547,328,4,0.75
201,129,4,0.75
392,270,4,0.75
219,71,1,0.0
496,746,3,0.5
321,499,3,0.5
337,125,4,0.75
543,210,3,0.5
367,145,3,0.5
239,427,5,1.0
6,493,5,1.0
178,729,4,0.75
201,1070,5,1.0
269,1188,1,0.0
82,283,2,0.25
313,655,4,0.75
533,122,1,0.0
500,421,4,0.75
497,268,4,0.75
178,876,2,0.25
406,168,3,0.5
374,963,5,1.0
108,127,4,0.75
293,651,3,0.5
10,274,4,0.75
228,938,1,0.0
32,1023,3,0.5
198,298,1,0.0
406,468,1,0.0
72,9,5,1.0
15,866,4,0.75
429,428,4,0.75
437,674,3,0.5
246,254,1,0.0
398,85,4,0.75
7,62,3,0.5
256,794,4,0.75
458,237,4,0.75
290,629,3,0.5
378,217,3,0.5
12,242,5,1.0
279,529,3,0.5
339,195,3,0.5
334,425,4,0.75
59,135,5,1.0
487,227,3,0.5
527,99,3,0.5
430,164,3,0.5
254,71,3,0.5
55,118,5,1.0
409,855,4,0.75
476,63,3,0.5
271,441,3,0.5
37,147,3,0.5
207,319,3,0.5
399,1393,3,0.5
456,449,3,0.5
58,189,3,0.5
217,56,5,1.0
425,325,3,0.5
423,696,3,0.5
271,651,4,0.75
455,97,5,1.0
73,64,5,1.0
266,275,5,1.0
421,176,5,1.0
435,111,3,0.5
371,22,5,1.0
243,1148,3,0.5
21,406,1,0.0
520,269,5,1.0
213,942,4,0.75
346,156,4,0.75
402,696,4,0.75
246,81,5,1.0
184,483,5,1.0
244,162,4,0.75
533,303,4,0.75
62,472,2,0.25
474,183,5,1.0
454,133,4,0.75
508,239,2,0.25
460,146,4,0.75
533,847,3,0.5
24,729,5,1.0
81,121,4,0.75
263,58,4,0.75
541,28,4,0.75
98,88,3,0.5
533,218,2,0.25
347,31,5,1.0
324,150,4,0.75
233,204,5,1.0
542,318,4,0.75
227,1007,4,0.75
399,143,5,1.0
130,313,5,1.0
280,771,3,0.5
253,15,4,0.75
457,717,3,0.5
401,316,5,1.0
479,523,4,0.75
184,285,5,1.0
311,31,4,0.75
136,318,5,1.0
488,243,3,0.5
59,741,4,0.75
334,423,5,1.0
426,435,3,0.5
479,50,4,0.75
178,654,3,0.5
18,213,5,1.0
495,581,5,1.0
222,396,1,0.0
428,323,3,0.5
221,732,4,0.75
527,210,4,0.75
401,197,4,0.75
442,1098,4,0.75
330,660,5,1.0
504,25,4,0.75
57,318,5,1.0
151,154,4,0.75
409,318,4,0.75
176,325,3,0.5
449,127,5,1.0
455,428,4,0.75
264,123,4,0.75
456,286,3,0.5
23,418,4,0.75
548,273,5,1.0
535,182,3,0.5
307,419,4,0.75
435,470,2,0.25
268,1054,1,0.0
354,32,3,0.5
245,756,3,0.5
459,278,4,0.75
217,373,2,0.25
480,510,4,0.75
474,237,4,0.75
548,690,3,0.5
178,280,4,0.75
347,763,5,1.0
532,938,3,0.5
486,1093,4,0.75
374,465,5,1.0
457,15,4,0.75
326,433,2,0.25
104,181,5,1.0
486,1079,2,0.25
201,546,2,0.25
305,317,4,0.75
268,72,3,0.5
454,685,3,0.5
320,1215,1,0.0
325,654,4,0.75
279,124,3,0.5
318,763,3,0.5
230,82,5,1.0
145,356,4,0.75
297,160,1,0.0
268,1231,2,0.25
121,313,5,1.0
342,286,4,0.75
507,682,5,1.0
117,173,5,1.0
233,129,3,0.5
263,222,4,0.75
532,690,4,0.75
435,1204,3,0.5
292,209,5,1.0
178,265,5,1.0
307,135,4,0.75
69,273,3,0.5
334,488,5,1.0
546,413,4,0.75
269,931,1,0.0
398,491,5,1.0
508,502,4,0.75
468,182,5,1.0
263,498,5,1.0
472,743,4,0.75
381,102,2,0.25
361,673,4,0.75
358,127,1,0.0
375,185,5,1.0
465,395,1,0.0
7,29,3,0.5
50,276,2,0.25
130,974,4,0.75
62,1134,2,0.25
214,475,5,1.0
32,271,3,0.5
70,393,4,0.75
533,161,4,0.75
144,288,2,0.25
36,875,3,0.5
151,131,5,1.0
401,272,3,0.5
238,845,3,0.5
429,448,3,0.5
137,476,1,0.0
180,684,5,1.0
487,95,4,0.75
466,357,4,0.75
8,435,5,1.0
486,285,5,1.0
524,527,5,1.0
201,505,3,0.5
425,1597,3,0.5
373,142,3,0.5
548,636,4,0.75
465,584,3,0.5
338,175,4,0.75
45,411,3,0.5
26,14,3,0.5
42,202,5,1.0
158,985,4,0.75
328,540,3,0.5
452,161,5,1.0
262,131,5,1.0
274,69,5,1.0
523,393,5,1.0
409,89,5,1.0
59,462,5,1.0
445,748,1,0.0
352,385,4,0.75
504,420,3,0.5
59,403,5,1.0
435,402,3,0.5
492,511,5,1.0
399,95,3,0.5
463,150,2,0.25
327,919,5,1.0
264,873,3,0.5
495,501,3,0.5
374,1134,4,0.75
157,289,4,0.75
103,257,3,0.5
223,926,4,0.75
524,467,4,0.75
406,174,4,0.75
468,98,5,1.0
478,23,2,0.25
188,157,3,0.5
399,38,2,0.25
109,373,5,1.0
380,306,4,0.75
45,13,5,1.0
454,228,3,0.5
417,579,2,0.25
339,180,5,1.0
459,123,3,0.5
222,941,3,0.5
307,529,4,0.75
292,180,5,1.0
432,844,4,0.75
474,171,4,0.75
532,763,5,1.0
264,185,5,1.0
141,298,5,1.0
435,80,2,0.25
404,332,4,0.75
533,82,4,0.75
532,532,3,0.5
408,358,4,0.75
385,144,3,0.5
56,117,5,1.0
299,474,5,1.0
476,42,4,0.75
301,746,3,0.5
467,124,5,1.0
181,1097,1,0.0
437,654,5,1.0
327,865,5,1.0
398,497,3,0.5
110,41,4,0.75
210,181,5,1.0
249,237,5,1.0
512,1459,4,0.75
399,760,1,0.0
535,181,4,0.75
548,276,3,0.5
147,937,3,0.5
389,23,4,0.75
545,399,4,0.75
222,549,4,0.75
503,88,4,0.75
522,100,5,1.0
330,197,5,1.0
458,694,4,0.75
201,95,3,0.5
409,609,3,0.5
378,403,4,0.75
327,676,3,0.5
176,741,3,0.5
527,285,5,1.0
391,544,4,0.75
312,510,5,1.0
254,588,3,0.5
25,265,4,0.75
7,552,4,0.75
296,528,5,1.0
410,328,3,0.5
433,12,5,1.0
339,1110,4,0.75
287,121,4,0.75
496,42,5,1.0
222,655,4,0.75
312,414,3,0.5
184,97,2,0.25
135,230,3,0.5
542,214,3,0.5
532,492,4,0.75
456,133,3,0.5
26,546,2,0.25
470,952,3,0.5
508,73,3,0.5
399,566,4,0.75
521,241,4,0.75
406,519,4,0.75
129,678,1,0.0
268,381,3,0.5
417,685,1,0.0
522,96,3,0.5
411,195,3,0.5
213,257,4,0.75
174,739,5,1.0
500,175,5,1.0
497,1407,3,0.5
456,61,4,0.75
535,39,4,0.75
487,196,5,1.0
243,215,3,0.5
484,422,3,0.5
387,806,1,0.0
100,874,1,0.0
394,433,4,0.75
181,291,3,0.5
311,732,4,0.75
385,658,2,0.25
506,603,5,1.0
227,934,2,0.25
288,234,4,0.75
498,32,4,0.75
184,215,4,0.75
505,566,3,0.5
217,541,3,0.5
194,529,4,0.75
443,327,4,0.75
345,278,3,0.5
499,750,5,1.0
221,79,4,0.75
479,118,3,0.5
160,770,4,0.75
533,405,3,0.5
518,547,3,0.5
10,333,4,0.75
454,250,4,0.75
454,566,4,0.75
97,205,2,0.25
490,15,1,0.0
435,196,4,0.75
85,134,5,1.0
279,1499,4,0.75
458,9,5,1.0
429,77,3,0.5
65,28,4,0.75
504,295,4,0.75
343,1073,4,0.75
70,168,4,0.75
521,202,3,0.5
498,538,1,0.0
487,260,2,0.25
510,325,1,0.0
413,275,5,1.0
329,137,5,1.0
417,325,2,0.25
327,772,3,0.5
200,325,5,1.0
517,1016,1,0.0
535,212,4,0.75
339,5,3,0.5
389,954,4,0.75
399,420,3,0.5
137,260,3,0.5
498,12,4,0.75
378,632,5,1.0
384,289,5,1.0
525,411,3,0.5
132,12,4,0.75
534,237,4,0.75
551,684,5,1.0
538,963,4,0.75
521,161,2,0.25
181,413,2,0.25
174,100,5,1.0
338,216,4,0.75
49,420,4,0.75
498,515,4,0.75
373,409,2,0.25
95,275,3,0.5
524,168,3,0.5
293,810,1,0.0
275,162,3,0.5
295,417,5,1.0
494,126,4,0.75
417,386,3,0.5
311,218,4,0.75
277,925,4,0.75
116,310,4,0.75
328,232,3,0.5
59,11,5,1.0
437,91,3,0.5
551,578,5,1.0
378,720,2,0.25
417,68,3,0.5
452,458,1,0.0
311,228,5,1.0
527,634,5,1.0
321,463,3,0.5
472,3,5,1.0
435,637,4,0.75
429,366,3,0.5
84,25,3,0.5
24,421,5,1.0
189,136,4,0.75
194,837,4,0.75
466,651,3,0.5
488,520,4,0.75
494,50,5,1.0
339,649,5,1.0
468,435,4,0.75
360,165,4,0.75
130,477,4,0.75
492,185,3,0.5
18,504,5,1.0
438,845,4,0.75
497,89,4,0.75
487,586,2,0.25
484,258,5,1.0
521,232,3,0.5
459,220,3,0.5
297,283,4,0.75
112,1106,4,0.75
495,404,4,0.75
9,294,4,0.75
497,197,3,0.5
7,446,2,0.25
426,174,3,0.5
69,246,5,1.0
70,183,4,0.75
21,281,2,0.25
521,248,3,0.5
515,292,3,0.5
253,591,3,0.5
472,368,3,0.5
332,333,5,1.0
395,378,5,1.0
308,1154,2,0.25
119,25,5,1.0
84,317,3,0.5
7,380,4,0.75
340,417,5,1.0
56,191,4,0.75
291,946,4,0.75
290,465,3,0.5
551,756,1,0.0
543,135,5,1.0
387,593,3,0.5
506,367,3,0.5
479,1016,3,0.5
3,320,5,1.0
518,1017,3,0.5
20,934,4,0.75
544,326,3,0.5
344,926,2,0.25
488,186,4,0.75
267,144,5,1.0
361,165,5,1.0
487,202,5,1.0
397,177,5,1.0
473,7,2,0.25
542,746,4,0.75
435,474,3,0.5
525,300,4,0.75
90,174,5,1.0
308,842,3,0.5
60,418,3,0.5
313,485,3,0.5
458,521,4,0.75
345,241,4,0.75
467,340,3,0.5
151,638,5,1.0
471,969,2,0.25
426,610,4,0.75
347,276,3,0.5
43,172,4,0.75
506,678,3,0.5
532,312,2,0.25
160,201,5,1.0
307,200,3,0.5
295,513,4,0.75
535,489,4,0.75
495,62,3,0.5
22,988,1,0.0
141,261,1,0.0
524,742,3,0.5
519,335,5,1.0
291,12,5,1.0
33,294,3,0.5
90,317,4,0.75
504,71,5,1.0
363,121,2,0.25
90,896,3,0.5
346,2,5,1.0
497,386,2,0.25
339,474,4,0.75
546,928,4,0.75
445,313,2,0.25
301,111,1,0.0
332,1047,3,0.5
504,716,4,0.75
543,982,3,0.5
496,1473,3,0.5
399,393,4,0.75
119,226,3,0.5
481,507,4,0.75
543,83,4,0.75
524,506,4,0.75
299,811,4,0.75
194,118,3,0.5
293,942,4,0.75
283,625,3,0.5
387,102,3,0.5
498,218,3,0.5
313,144,4,0.75
474,346,5,1.0
315,1065,4,0.75
500,83,4,0.75
452,259,2,0.25
323,763,4,0.75
206,359,1,0.0
458,753,4,0.75
101,841,2,0.25
291,475,5,1.0
429,805,3,0.5
331,198,4,0.75
222,391,3,0.5
262,485,4,0.75
426,98,4,0.75
363,88,2,0.25
43,559,1,0.0
96,238,4,0.75
548,322,4,0.75
543,95,3,0.5
336,1011,2,0.25
263,204,4,0.75
64,237,4,0.75
530,156,4,0.75
506,295,4,0.75
454,210,4,0.75
452,97,4,0.75
109,122,2,0.25
489,355,5,1.0
215,636,2,0.25
459,255,4,0.75
226,507,2,0.25
312,855,5,1.0
195,508,3,0.5
523,83,5,1.0
447,845,3,0.5
551,405,3,0.5
495,831,1,0.0
354,9,3,0.5
315,276,4,0.75
484,1,5,1.0
535,923,4,0.75
327,644,3,0.5
336,125,3,0.5
363,200,3,0.5
286,763,2,0.25
290,69,4,0.75
399,48,3,0.5
542,508,3,0.5
480,298,2,0.25
439,288,3,0.5
435,834,5,1.0
189,97,4,0.75
503,385,1,0.0
211,1127,1,0.0
407,172,4,0.75
339,737,3,0.5
2,287,3,0.5
535,454,3,0.5
92,1157,2,0.25
249,309,3,0.5
521,238,3,0.5
339,22,5,1.0
332,824,3,0.5
44,313,4,0.75
48,528,5,1.0
201,591,3,0.5
178,578,4,0.75
301,559,4,0.75
407,28,4,0.75
327,209,4,0.75
92,7,4,0.75
96,190,4,0.75
301,1135,3,0.5
270,447,4,0.75
14,238,5,1.0
314,806,4,0.75
308,195,5,1.0
38,356,2,0.25
421,117,5,1.0
224,689,3,0.5
90,762,3,0.5
10,33,4,0.75
184,747,3,0.5
435,1231,2,0.25
263,646,5,1.0
161,22,2,0.25
271,234,5,1.0
10,245,4,0.75
504,204,3,0.5
270,794,4,0.75
279,1361,3,0.5
453,239,3,0.5
16,509,2,0.25
363,77,2,0.25
459,323,3,0.5
364,262,3,0.5
460,302,4,0.75
48,183,5,1.0
141,333,5,1.0
186,568,4,0.75
210,483,5,1.0
451,995,1,0.0
453,651,4,0.75
379,153,4,0.75
239,1204,4,0.75
334,1198,3,0.5
345,709,4,0.75
535,953,5,1.0
380,168,4,0.75
474,517,4,0.75
68,475,5,1.0
217,720,3,0.5
527,190,4,0.75
437,179,4,0.75
293,291,2,0.25
548,264,4,0.75
157,269,4,0.75
458,8,4,0.75
553,505,5,1.0
181,290,2,0.25
526,315,5,1.0
106,1242,4,0.75
102,204,4,0.75
399,153,2,0.25
499,414,3,0.5
295,105,4,0.75
545,210,5,1.0
433,322,2,0.25
406,1220,3,0.5
286,212,1,0.0
378,200,3,0.5
516,523,3,0.5
543,79,4,0.75
511,294,4,0.75
216,943,5,1.0
178,469,3,0.5
508,218,2,0.25
94,49,4,0.75
138,487,3,0.5
88,1191,5,1.0
220,264,3,0.5
370,176,4,0.75
87,111,4,0.75
313,449,3,0.5
370,64,4,0.75
374,176,4,0.75
494,748,1,0.0
430,100,5,1.0
194,28,5,1.0
12,168,4,0.75
16,109,4,0.75
544,312,2,0.25
347,333,5,1.0
279,172,2,0.25
311,209,2,0.25
239,268,2,0.25
99,345,3,0.5
506,222,4,0.75
330,151,4,0.75
286,217,3,0.5
532,682,4,0.75
429,457,1,0.0
293,14,3,0.5
389,81,3,0.5
552,13,3,0.5
387,737,3,0.5
314,942,3,0.5
508,436,4,0.75
385,811,4,0.75
329,185,3,0.5
109,1035,2,0.25
541,210,5,1.0
504,50,3,0.5
64,588,4,0.75
237,485,4,0.75
20,210,4,0.75
487,4,4,0.75
456,54,3,0.5
85,193,3,0.5
506,70,4,0.75
508,209,5,1.0
102,211,3,0.5
268,11,4,0.75
484,202,5,1.0
151,845,4,0.75
422,558,4,0.75
314,685,4,0.75
498,652,5,1.0
417,222,3,0.5
389,693,4,0.75
269,632,4,0.75
551,552,3,0.5
343,231,5,1.0
458,663,4,0.75
551,13,1,0.0
463,689,2,0.25
109,449,5,1.0
453,174,4,0.75
280,200,5,1.0
10,404,4,0.75
506,1279,4,0.75
545,101,4,0.75
113,116,3,0.5
15,243,1,0.0
389,1444,3,0.5
454,203,2,0.25
178,1048,2,0.25
439,475,3,0.5
447,963,5,1.0
197,22,5,1.0
201,381,3,0.5
380,423,3,0.5
407,732,4,0.75
429,755,3,0.5
363,193,3,0.5
498,171,3,0.5
203,222,4,0.75
465,1078,2,0.25
7,258,4,0.75
75,294,3,0.5
267,182,5,1.0
454,654,2,0.25
182,126,5,1.0
532,373,3,0.5
320,1522,3,0.5
472,559,5,1.0
490,1128,4,0.75
343,63,4,0.75
474,493,4,0.75
99,201,3,0.5
356,310,3,0.5
399,1192,3,0.5
478,219,2,0.25
540,7,4,0.75
314,699,5,1.0
407,91,4,0.75
72,628,4,0.75
128,815,3,0.5
442,800,3,0.5
210,208,5,1.0
85,99,5,1.0
453,721,4,0.75
455,318,3,0.5
454,1107,4,0.75
535,607,5,1.0
425,230,4,0.75
435,473,3,0.5
175,419,5,1.0
308,655,4,0.75
325,502,4,0.75
533,525,3,0.5
538,202,4,0.75
437,512,4,0.75
280,1207,4,0.75
298,118,4,0.75
447,435,4,0.75
293,831,3,0.5
60,506,5,1.0
541,399,3,0.5
407,118,3,0.5
482,301,4,0.75
506,655,4,0.75
85,14,4,0.75
454,248,3,0.5
269,66,1,0.0
387,117,3,0.5
507,892,5,1.0
5,416,1,0.0
342,68,3,0.5
56,88,1,0.0
222,468,2,0.25
456,216,4,0.75
207,248,3,0.5
201,191,4,0.75
22,184,5,1.0
497,298,3,0.5
328,186,4,0.75
328,344,4,0.75
343,931,3,0.5
489,334,4,0.75
486,299,1,0.0
373,90,4,0.75
138,194,5,1.0
146,301,2,0.25
407,400,1,0.0
497,722,3,0.5
213,478,5,1.0
363,179,4,0.75
347,50,5,1.0
92,204,4,0.75
7,593,5,1.0
534,1028,5,1.0
128,1035,3,0.5
421,56,5,1.0
326,96,3,0.5
472,633,4,0.75
503,514,3,0.5
299,47,4,0.75
449,170,4,0.75
459,832,3,0.5
545,73,4,0.75
456,92,4,0.75
327,550,2,0.25
532,515,5,1.0
497,155,3,0.5
504,1136,5,1.0
506,608,4,0.75
381,259,2,0.25
59,181,5,1.0
372,452,4,0.75
321,186,4,0.75
392,114,4,0.75
8,174,5,1.0
244,655,5,1.0
535,174,4,0.75
129,882,2,0.25
338,514,5,1.0
389,393,2,0.25
554,28,4,0.75
409,1537,4,0.75
144,117,4,0.75
528,751,4,0.75
250,237,2,0.25
440,319,2,0.25
457,168,5,1.0
217,550,1,0.0
227,460,2,0.25
492,86,3,0.5
125,399,3,0.5
372,100,3,0.5
230,650,4,0.75
437,684,3,0.5
244,246,5,1.0
399,382,3,0.5
521,291,1,0.0
478,79,4,0.75
24,8,5,1.0
305,1073,1,0.0
497,692,3,0.5
382,258,2,0.25
59,174,5,1.0
184,956,3,0.5
346,358,4,0.75
313,479,5,1.0
533,357,3,0.5
90,480,5,1.0
357,117,5,1.0
521,427,3,0.5
553,511,5,1.0
298,97,4,0.75
128,497,3,0.5
294,240,3,0.5
128,26,4,0.75
280,219,2,0.25
70,95,4,0.75
125,914,1,0.0
132,127,4,0.75
348,7,4,0.75
412,114,4,0.75
506,646,4,0.75
330,470,5,1.0
32,405,4,0.75
125,585,4,0.75
495,1419,1,0.0
464,181,3,0.5
536,143,5,1.0
269,644,5,1.0
442,210,3,0.5
365,1137,5,1.0
547,316,5,1.0
380,286,5,1.0
437,672,1,0.0
318,566,4,0.75
90,1199,5,1.0
10,174,4,0.75
85,659,4,0.75
385,273,2,0.25
497,748,4,0.75
347,1016,3,0.5
425,853,4,0.75
456,1220,3,0.5
550,259,2,0.25
421,213,3,0.5
83,871,2,0.25
453,471,4,0.75
398,82,5,1.0
380,217,2,0.25
455,694,4,0.75
556,327,5,1.0
101,597,3,0.5
249,125,3,0.5
387,246,3,0.5
57,126,3,0.5
104,333,2,0.25
426,607,4,0.75
181,1114,1,0.0
343,277,4,0.75
425,943,4,0.75
499,207,5,1.0
293,177,4,0.75
374,743,1,0.0
200,411,3,0.5
532,331,4,0.75
120,117,3,0.5
69,181,5,1.0
533,931,2,0.25
500,1111,4,0.75
85,182,4,0.75
518,717,5,1.0
421,175,2,0.25
161,50,2,0.25
442,281,3,0.5
495,69,3,0.5
346,77,4,0.75
203,257,3,0.5
299,538,3,0.5
398,385,3,0.5
48,523,5,1.0
311,520,5,1.0
95,210,5,1.0
426,601,3,0.5
347,28,4,0.75
301,426,4,0.75
184,66,4,0.75
394,7,5,1.0
10,129,4,0.75
336,237,5,1.0
124,154,5,1.0
492,64,4,0.75
189,238,5,1.0
197,230,4,0.75
100,880,1,0.0
87,172,5,1.0
505,79,3,0.5
7,178,4,0.75
429,581,2,0.25
535,185,4,0.75
269,182,4,0.75
389,531,4,0.75
96,98,5,1.0
111,344,2,0.25
